REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2425,First Attendances by Age and Gender,18 All Genders,143,Orthodontics,2395
2425,First Attendances by Age and Gender,18 All Genders,145,Oral and Maxillofacial Surgery,2422
2425,First Attendances by Age and Gender,18 All Genders,146,Endodontics,32
2425,First Attendances by Age and Gender,18 All Genders,147,Periodontics,4
2425,First Attendances by Age and Gender,18 All Genders,148,Prosthodontics,19
2425,First Attendances by Age and Gender,18 All Genders,149,Surgical Dentistry,1
2425,First Attendances by Age and Gender,18 All Genders,150,Neurosurgery,717
2425,First Attendances by Age and Gender,18 All Genders,160,Plastic Surgery,3090
2425,First Attendances by Age and Gender,18 All Genders,170,Cardiothoracic Surgery,249
2425,First Attendances by Age and Gender,18 All Genders,171,Paediatric Surgery,81
2425,First Attendances by Age and Gender,18 All Genders,180,Emergency Medicine,1946
2425,First Attendances by Age and Gender,18 All Genders,190,Anaesthetics,2403
2425,First Attendances by Age and Gender,18 All Genders,192,Intensive Care Medicine,28
2425,First Attendances by Age and Gender,18 All Genders,300,General Internal Medicine,6498
2425,First Attendances by Age and Gender,18 All Genders,301,Gastroenterology,4656
2425,First Attendances by Age and Gender,18 All Genders,302,Endocrinology and Diabetes,2056
2425,First Attendances by Age and Gender,18 All Genders,303,Clinical Haematology,1439
2425,First Attendances by Age and Gender,18 All Genders,304,Clinical Physiology,1005
2425,First Attendances by Age and Gender,18 All Genders,305,Clinical Pharmacology,14
2425,First Attendances by Age and Gender,18 All Genders,310,Audio Vestibular Medicine,890
2425,First Attendances by Age and Gender,18 All Genders,311,Clinical Genetics,846
2425,First Attendances by Age and Gender,18 All Genders,313,Clinical Immunology,909
2425,First Attendances by Age and Gender,18 All Genders,314,Rehabilitation Medicine,596
2425,First Attendances by Age and Gender,18 All Genders,315,Palliative Medicine,32
2425,First Attendances by Age and Gender,18 All Genders,317,Allergy,323
2425,First Attendances by Age and Gender,18 All Genders,320,Cardiology,8406
2425,First Attendances by Age and Gender,18 All Genders,321,Paediatric Cardiology,212
2425,First Attendances by Age and Gender,18 All Genders,325,Sport and Exercise Medicine,46
2425,First Attendances by Age and Gender,18 All Genders,326,Acute Internal Medicine,624
2425,First Attendances by Age and Gender,18 All Genders,330,Dermatology,9444
2425,First Attendances by Age and Gender,18 All Genders,340,Respiratory Medicine,2704
2425,First Attendances by Age and Gender,18 All Genders,350,Infectious Diseases,353
2425,First Attendances by Age and Gender,18 All Genders,360,Genitourinary Medicine,195
2425,First Attendances by Age and Gender,18 All Genders,361,Renal Medicine,618
2425,First Attendances by Age and Gender,18 All Genders,370,Medical Oncology,217
2425,First Attendances by Age and Gender,18 All Genders,371,Nuclear Medicine,13
2425,First Attendances by Age and Gender,18 All Genders,400,Neurology,6435
2425,First Attendances by Age and Gender,18 All Genders,401,Clinical Neurophysiology,1166
2425,First Attendances by Age and Gender,18 All Genders,410,Rheumatology,1866
2425,First Attendances by Age and Gender,18 All Genders,420,Paediatrics,1811
2425,First Attendances by Age and Gender,18 All Genders,421,Paediatric Neurology,81
2425,First Attendances by Age and Gender,18 All Genders,430,Geriatric Medicine,202
2425,First Attendances by Age and Gender,18 All Genders,450,Dental Medicine,447
2425,First Attendances by Age and Gender,18 All Genders,451,Special Care Dentistry,92
2425,First Attendances by Age and Gender,18 All Genders,460,Medical Ophthalmology,66
2425,First Attendances by Age and Gender,18 All Genders,500,Obstetrics and Gynaecology,5
2425,First Attendances by Age and Gender,18 All Genders,501,Obstetrics,5610
2425,First Attendances by Age and Gender,18 All Genders,502,Gynaecology,10626
2425,First Attendances by Age and Gender,18 All Genders,504,Community Sexual and Reproductive Health,3
2425,First Attendances by Age and Gender,18 All Genders,560,Midwifery,5028
2425,First Attendances by Age and Gender,18 All Genders,600,General Medical Practice,141
2425,First Attendances by Age and Gender,18 All Genders,601,General Dental Practice,1
2425,First Attendances by Age and Gender,18 All Genders,700,Learning Disability,436
2425,First Attendances by Age and Gender,18 All Genders,710,Adult Mental Illness,3311
2425,First Attendances by Age and Gender,18 All Genders,711,Child and Adolescent Psychiatry,2425
2425,First Attendances by Age and Gender,18 All Genders,712,Forensic Psychiatry,26
2425,First Attendances by Age and Gender,18 All Genders,713,Medical Psychotherapy,53
2425,First Attendances by Age and Gender,18 All Genders,715,Old Age Psychiatry,13
2425,First Attendances by Age and Gender,18 All Genders,800,Clinical Oncology,430
2425,First Attendances by Age and Gender,18 All Genders,810,Radiology,14060
2425,First Attendances by Age and Gender,18 All Genders,820,General Pathology,7
2425,First Attendances by Age and Gender,18 All Genders,822,Chemical Pathology,171
2425,First Attendances by Age and Gender,18 All Genders,823,Haematology,226
2425,First Attendances by Age and Gender,18 All Genders,824,Histopathology,5
2425,First Attendances by Age and Gender,18 All Genders,830,Immunopathology,64
2425,First Attendances by Age and Gender,18 All Genders,831,Medical Microbiology and Virology,5
2425,First Attendances by Age and Gender,18 All Genders,833,Medical Microbiology,5
2425,First Attendances by Age and Gender,18 All Genders,834,Medical Virology,31
2425,First Attendances by Age and Gender,18 All Genders,900,Community Medicine,251
2425,First Attendances by Age and Gender,18 All Genders,901,Occupational Medicine,85
2425,First Attendances by Age and Gender,18 All Genders,902,Community Health Services Dental,1
2425,First Attendances by Age and Gender,18 All Genders,950,Nursing,5578
2425,First Attendances by Age and Gender,18 All Genders,960,Allied Health Professional,20687
2425,First Attendances by Age and Gender,18 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),4
2425,First Attendances by Age and Gender,18 Female,100,General Surgery,6002
2425,First Attendances by Age and Gender,18 Female,101,Urology,1157
2425,First Attendances by Age and Gender,18 Female,107,Vascular Surgery,16
2425,First Attendances by Age and Gender,18 Female,110,Trauma and Orthopaedics,7508
2425,First Attendances by Age and Gender,18 Female,120,Ear Nose and Throat,5031
2425,First Attendances by Age and Gender,18 Female,130,Ophthalmology,4564
2425,First Attendances by Age and Gender,18 Female,140,Oral Surgery,1718
2425,First Attendances by Age and Gender,18 Female,141,Restorative Dentistry,319
2425,First Attendances by Age and Gender,18 Female,142,Paediatric Dentistry,13
2425,First Attendances by Age and Gender,18 Female,143,Orthodontics,1203
2425,First Attendances by Age and Gender,18 Female,145,Oral and Maxillofacial Surgery,1258
2425,First Attendances by Age and Gender,18 Female,146,Endodontics,22
2425,First Attendances by Age and Gender,18 Female,147,Periodontics,4
2425,First Attendances by Age and Gender,18 Female,148,Prosthodontics,11
2425,First Attendances by Age and Gender,18 Female,149,Surgical Dentistry,1
2425,First Attendances by Age and Gender,18 Female,150,Neurosurgery,336
2425,First Attendances by Age and Gender,18 Female,160,Plastic Surgery,1194
2425,First Attendances by Age and Gender,18 Female,170,Cardiothoracic Surgery,55
2425,First Attendances by Age and Gender,18 Female,171,Paediatric Surgery,40
2425,First Attendances by Age and Gender,18 Female,180,Emergency Medicine,1093
2425,First Attendances by Age and Gender,18 Female,190,Anaesthetics,1340
2425,First Attendances by Age and Gender,18 Female,192,Intensive Care Medicine,9
2425,First Attendances by Age and Gender,18 Female,300,General Internal Medicine,3738
2425,First Attendances by Age and Gender,18 Female,301,Gastroenterology,2588
2425,First Attendances by Age and Gender,18 Female,302,Endocrinology and Diabetes,1246
2425,First Attendances by Age and Gender,18 Female,303,Clinical Haematology,788
2425,First Attendances by Age and Gender,18 Female,304,Clinical Physiology,582
2425,First Attendances by Age and Gender,18 Female,305,Clinical Pharmacology,10
2425,First Attendances by Age and Gender,18 Female,310,Audio Vestibular Medicine,525
2425,First Attendances by Age and Gender,18 Female,311,Clinical Genetics,398
2425,First Attendances by Age and Gender,18 Female,313,Clinical Immunology,512
2425,First Attendances by Age and Gender,18 Female,314,Rehabilitation Medicine,270
2425,First Attendances by Age and Gender,18 Female,315,Palliative Medicine,15
2425,First Attendances by Age and Gender,18 Female,317,Allergy,167
2425,First Attendances by Age and Gender,18 Female,320,Cardiology,4887
2425,First Attendances by Age and Gender,18 Female,321,Paediatric Cardiology,120
2425,First Attendances by Age and Gender,18 Female,325,Sport and Exercise Medicine,30
2425,First Attendances by Age and Gender,18 Female,326,Acute Internal Medicine,392
2425,First Attendances by Age and Gender,18 Female,330,Dermatology,5550
2425,First Attendances by Age and Gender,18 Female,340,Respiratory Medicine,1345
2425,First Attendances by Age and Gender,18 Female,350,Infectious Diseases,163
2425,First Attendances by Age and Gender,18 Female,360,Genitourinary Medicine,123
2425,First Attendances by Age and Gender,18 Female,361,Renal Medicine,257
2425,First Attendances by Age and Gender,18 Female,370,Medical Oncology,109
2425,First Attendances by Age and Gender,18 Female,371,Nuclear Medicine,11
2425,First Attendances by Age and Gender,18 Female,400,Neurology,3770
2425,First Attendances by Age and Gender,18 Female,401,Clinical Neurophysiology,698
2425,First Attendances by Age and Gender,18 Female,410,Rheumatology,1341
2425,First Attendances by Age and Gender,18 Female,420,Paediatrics,982
2425,First Attendances by Age and Gender,18 Female,421,Paediatric Neurology,41
2425,First Attendances by Age and Gender,18 Female,430,Geriatric Medicine,144
2425,First Attendances by Age and Gender,18 Female,450,Dental Medicine,237
2425,First Attendances by Age and Gender,18 Female,451,Special Care Dentistry,40
2425,First Attendances by Age and Gender,18 Female,460,Medical Ophthalmology,32
2425,First Attendances by Age and Gender,18 Female,500,Obstetrics and Gynaecology,5
2425,First Attendances by Age and Gender,18 Female,501,Obstetrics,5583
2425,First Attendances by Age and Gender,18 Female,502,Gynaecology,10301
2425,First Attendances by Age and Gender,18 Female,504,Community Sexual and Reproductive Health,3
2425,First Attendances by Age and Gender,18 Female,560,Midwifery,5028
2425,First Attendances by Age and Gender,18 Female,600,General Medical Practice,76
2425,First Attendances by Age and Gender,18 Female,700,Learning Disability,155
2425,First Attendances by Age and Gender,18 Female,710,Adult Mental Illness,2268
2425,First Attendances by Age and Gender,18 Female,711,Child and Adolescent Psychiatry,1505
2425,First Attendances by Age and Gender,18 Female,712,Forensic Psychiatry,9
2425,First Attendances by Age and Gender,18 Female,713,Medical Psychotherapy,38
2425,First Attendances by Age and Gender,18 Female,715,Old Age Psychiatry,7
2425,First Attendances by Age and Gender,18 Female,800,Clinical Oncology,291
2425,First Attendances by Age and Gender,18 Female,810,Radiology,9077
2425,First Attendances by Age and Gender,18 Female,820,General Pathology,3
2425,First Attendances by Age and Gender,18 Female,822,Chemical Pathology,95
2425,First Attendances by Age and Gender,18 Female,823,Haematology,133
2425,First Attendances by Age and Gender,18 Female,824,Histopathology,4
2425,First Attendances by Age and Gender,18 Female,830,Immunopathology,31
2425,First Attendances by Age and Gender,18 Female,831,Medical Microbiology and Virology,2
2425,First Attendances by Age and Gender,18 Female,834,Medical Virology,16
2425,First Attendances by Age and Gender,18 Female,900,Community Medicine,123
2425,First Attendances by Age and Gender,18 Female,901,Occupational Medicine,25
2425,First Attendances by Age and Gender,18 Female,950,Nursing,3268
2425,First Attendances by Age and Gender,18 Female,960,Allied Health Professional,10783
2425,First Attendances by Age and Gender,18 Female,990,Joint Consultant Clinics (Retired 1 April 2004),3
2425,First Attendances by Age and Gender,18 Male,100,General Surgery,2566
2425,First Attendances by Age and Gender,18 Male,101,Urology,2545
2425,First Attendances by Age and Gender,18 Male,107,Vascular Surgery,22
2425,First Attendances by Age and Gender,18 Male,110,Trauma and Orthopaedics,13487
2425,First Attendances by Age and Gender,18 Male,120,Ear Nose and Throat,4580
2425,First Attendances by Age and Gender,18 Male,130,Ophthalmology,3960
2425,First Attendances by Age and Gender,18 Male,140,Oral Surgery,1410
2425,First Attendances by Age and Gender,18 Male,141,Restorative Dentistry,326
2425,First Attendances by Age and Gender,18 Male,142,Paediatric Dentistry,12
2425,First Attendances by Age and Gender,18 Male,143,Orthodontics,1192
2425,First Attendances by Age and Gender,18 Male,145,Oral and Maxillofacial Surgery,1164
2425,First Attendances by Age and Gender,18 Male,146,Endodontics,10
2425,First Attendances by Age and Gender,18 Male,148,Prosthodontics,8
2425,First Attendances by Age and Gender,18 Male,150,Neurosurgery,379
2425,First Attendances by Age and Gender,18 Male,160,Plastic Surgery,1895
2425,First Attendances by Age and Gender,18 Male,170,Cardiothoracic Surgery,190
2425,First Attendances by Age and Gender,18 Male,171,Paediatric Surgery,40
2425,First Attendances by Age and Gender,18 Male,180,Emergency Medicine,853
2425,First Attendances by Age and Gender,18 Male,190,Anaesthetics,1062
2425,First Attendances by Age and Gender,18 Male,192,Intensive Care Medicine,19
2425,First Attendances by Age and Gender,18 Male,300,General Internal Medicine,2752
2425,First Attendances by Age and Gender,18 Male,301,Gastroenterology,2062
2425,First Attendances by Age and Gender,18 Male,302,Endocrinology and Diabetes,794
2425,First Attendances by Age and Gender,18 Male,303,Clinical Haematology,649
2425,First Attendances by Age and Gender,18 Male,304,Clinical Physiology,421
2425,First Attendances by Age and Gender,18 Male,305,Clinical Pharmacology,4
2425,First Attendances by Age and Gender,18 Male,310,Audio Vestibular Medicine,362
2425,First Attendances by Age and Gender,18 Male,311,Clinical Genetics,350
2425,First Attendances by Age and Gender,18 Male,313,Clinical Immunology,396
2425,First Attendances by Age and Gender,18 Male,314,Rehabilitation Medicine,323
2425,First Attendances by Age and Gender,18 Male,315,Palliative Medicine,17
2425,First Attendances by Age and Gender,18 Male,317,Allergy,126
2425,First Attendances by Age and Gender,18 Male,320,Cardiology,3488
2425,First Attendances by Age and Gender,18 Male,321,Paediatric Cardiology,91
2425,First Attendances by Age and Gender,18 Male,325,Sport and Exercise Medicine,15
2425,First Attendances by Age and Gender,18 Male,326,Acute Internal Medicine,229
2425,First Attendances by Age and Gender,18 Male,330,Dermatology,3888
2425,First Attendances by Age and Gender,18 Male,340,Respiratory Medicine,1346
2425,First Attendances by Age and Gender,18 Male,350,Infectious Diseases,189
2425,First Attendances by Age and Gender,18 Male,360,Genitourinary Medicine,72
2425,First Attendances by Age and Gender,18 Male,361,Renal Medicine,360
2425,First Attendances by Age and Gender,18 Male,370,Medical Oncology,108
2425,First Attendances by Age and Gender,18 Male,371,Nuclear Medicine,2
2425,First Attendances by Age and Gender,18 Male,400,Neurology,2656
2425,First Attendances by Age and Gender,18 Male,401,Clinical Neurophysiology,465
2425,First Attendances by Age and Gender,18 Male,410,Rheumatology,520
2425,First Attendances by Age and Gender,18 Male,420,Paediatrics,825
2425,First Attendances by Age and Gender,18 Male,421,Paediatric Neurology,40
2425,First Attendances by Age and Gender,18 Male,430,Geriatric Medicine,58
2425,First Attendances by Age and Gender,18 Male,450,Dental Medicine,210
2425,First Attendances by Age and Gender,18 Male,451,Special Care Dentistry,51
2425,First Attendances by Age and Gender,18 Male,460,Medical Ophthalmology,34
2425,First Attendances by Age and Gender,18 Male,501,Obstetrics,24
2425,First Attendances by Age and Gender,18 Male,502,Gynaecology,55
2425,First Attendances by Age and Gender,18 Male,600,General Medical Practice,65
2425,First Attendances by Age and Gender,18 Male,601,General Dental Practice,1
2425,First Attendances by Age and Gender,18 Male,700,Learning Disability,281
2425,First Attendances by Age and Gender,18 Male,710,Adult Mental Illness,1035
2425,First Attendances by Age and Gender,18 Male,711,Child and Adolescent Psychiatry,915
2425,First Attendances by Age and Gender,18 Male,712,Forensic Psychiatry,17
2425,First Attendances by Age and Gender,18 Male,713,Medical Psychotherapy,15
2425,First Attendances by Age and Gender,18 Male,715,Old Age Psychiatry,4
2425,First Attendances by Age and Gender,18 Male,800,Clinical Oncology,139
2425,First Attendances by Age and Gender,18 Male,810,Radiology,4881
2425,First Attendances by Age and Gender,18 Male,820,General Pathology,4
2425,First Attendances by Age and Gender,18 Male,822,Chemical Pathology,74
2425,First Attendances by Age and Gender,18 Male,823,Haematology,91
2425,First Attendances by Age and Gender,18 Male,824,Histopathology,1
2425,First Attendances by Age and Gender,18 Male,830,Immunopathology,33
2425,First Attendances by Age and Gender,18 Male,831,Medical Microbiology and Virology,3
2425,First Attendances by Age and Gender,18 Male,833,Medical Microbiology,5
2425,First Attendances by Age and Gender,18 Male,834,Medical Virology,15
2425,First Attendances by Age and Gender,18 Male,900,Community Medicine,128
2425,First Attendances by Age and Gender,18 Male,901,Occupational Medicine,60
2425,First Attendances by Age and Gender,18 Male,902,Community Health Services Dental,1
2425,First Attendances by Age and Gender,18 Male,950,Nursing,2304
2425,First Attendances by Age and Gender,18 Male,960,Allied Health Professional,9863
2425,First Attendances by Age and Gender,18 Male,990,Joint Consultant Clinics (Retired 1 April 2004),1
2425,First Attendances by Age and Gender,19 All Genders,100,General Surgery,9337
2425,First Attendances by Age and Gender,19 All Genders,101,Urology,3616
2425,First Attendances by Age and Gender,19 All Genders,107,Vascular Surgery,31
2425,First Attendances by Age and Gender,19 All Genders,110,Trauma and Orthopaedics,20182
2425,First Attendances by Age and Gender,19 All Genders,120,Ear Nose and Throat,9366
2425,First Attendances by Age and Gender,19 All Genders,130,Ophthalmology,7886
2425,First Attendances by Age and Gender,19 All Genders,140,Oral Surgery,2840
2425,First Attendances by Age and Gender,19 All Genders,141,Restorative Dentistry,483
2425,First Attendances by Age and Gender,19 All Genders,142,Paediatric Dentistry,8
2425,First Attendances by Age and Gender,19 All Genders,143,Orthodontics,1175
2425,First Attendances by Age and Gender,19 All Genders,145,Oral and Maxillofacial Surgery,2156
2425,First Attendances by Age and Gender,19 All Genders,146,Endodontics,29
2425,First Attendances by Age and Gender,19 All Genders,147,Periodontics,9
2425,First Attendances by Age and Gender,19 All Genders,148,Prosthodontics,10
2425,First Attendances by Age and Gender,19 All Genders,149,Surgical Dentistry,1
2425,First Attendances by Age and Gender,19 All Genders,150,Neurosurgery,643
2425,First Attendances by Age and Gender,19 All Genders,160,Plastic Surgery,3386
2425,First Attendances by Age and Gender,19 All Genders,170,Cardiothoracic Surgery,198
2425,First Attendances by Age and Gender,19 All Genders,171,Paediatric Surgery,24
2425,First Attendances by Age and Gender,19 All Genders,180,Emergency Medicine,2167
2425,First Attendances by Age and Gender,19 All Genders,190,Anaesthetics,2462
2425,First Attendances by Age and Gender,19 All Genders,192,Intensive Care Medicine,43
2425,First Attendances by Age and Gender,19 All Genders,300,General Internal Medicine,6631
2425,First Attendances by Age and Gender,19 All Genders,301,Gastroenterology,4507
2425,First Attendances by Age and Gender,19 All Genders,302,Endocrinology and Diabetes,2080
2425,First Attendances by Age and Gender,19 All Genders,303,Clinical Haematology,1334
2425,First Attendances by Age and Gender,19 All Genders,304,Clinical Physiology,973
2425,First Attendances by Age and Gender,19 All Genders,305,Clinical Pharmacology,22
2425,First Attendances by Age and Gender,19 All Genders,310,Audio Vestibular Medicine,819
2425,First Attendances by Age and Gender,19 All Genders,311,Clinical Genetics,763
2425,First Attendances by Age and Gender,19 All Genders,313,Clinical Immunology,841
2425,First Attendances by Age and Gender,19 All Genders,314,Rehabilitation Medicine,493
2425,First Attendances by Age and Gender,19 All Genders,315,Palliative Medicine,16
2425,First Attendances by Age and Gender,19 All Genders,317,Allergy,254
2425,First Attendances by Age and Gender,19 All Genders,320,Cardiology,8031
2425,First Attendances by Age and Gender,19 All Genders,321,Paediatric Cardiology,151
2425,First Attendances by Age and Gender,19 All Genders,325,Sport and Exercise Medicine,48
2425,First Attendances by Age and Gender,19 All Genders,326,Acute Internal Medicine,669
2425,First Attendances by Age and Gender,19 All Genders,330,Dermatology,9215
2425,First Attendances by Age and Gender,19 All Genders,340,Respiratory Medicine,2437
2425,First Attendances by Age and Gender,19 All Genders,350,Infectious Diseases,299
2425,First Attendances by Age and Gender,19 All Genders,360,Genitourinary Medicine,339
2425,First Attendances by Age and Gender,19 All Genders,361,Renal Medicine,438
2425,First Attendances by Age and Gender,19 All Genders,370,Medical Oncology,186
2425,First Attendances by Age and Gender,19 All Genders,371,Nuclear Medicine,15
2425,First Attendances by Age and Gender,19 All Genders,400,Neurology,5962
2425,First Attendances by Age and Gender,19 All Genders,401,Clinical Neurophysiology,1182
2425,First Attendances by Age and Gender,19 All Genders,410,Rheumatology,1636
2425,First Attendances by Age and Gender,19 All Genders,420,Paediatrics,602
2425,First Attendances by Age and Gender,19 All Genders,421,Paediatric Neurology,35
2425,First Attendances by Age and Gender,19 All Genders,430,Geriatric Medicine,245
2425,First Attendances by Age and Gender,19 All Genders,450,Dental Medicine,353
2425,First Attendances by Age and Gender,19 All Genders,451,Special Care Dentistry,68
2425,First Attendances by Age and Gender,19 All Genders,460,Medical Ophthalmology,43
2425,First Attendances by Age and Gender,19 All Genders,500,Obstetrics and Gynaecology,1
2425,First Attendances by Age and Gender,19 All Genders,501,Obstetrics,8978
2425,First Attendances by Age and Gender,19 All Genders,502,Gynaecology,14466
2425,First Attendances by Age and Gender,19 All Genders,560,Midwifery,8265
2425,First Attendances by Age and Gender,19 All Genders,600,General Medical Practice,151
2425,First Attendances by Age and Gender,19 All Genders,700,Learning Disability,272
2425,First Attendances by Age and Gender,19 All Genders,710,Adult Mental Illness,3210
2425,First Attendances by Age and Gender,19 All Genders,711,Child and Adolescent Psychiatry,727
2425,First Attendances by Age and Gender,19 All Genders,712,Forensic Psychiatry,18
2425,First Attendances by Age and Gender,19 All Genders,713,Medical Psychotherapy,56
2425,First Attendances by Age and Gender,19 All Genders,715,Old Age Psychiatry,10
2425,First Attendances by Age and Gender,19 All Genders,800,Clinical Oncology,404
2425,First Attendances by Age and Gender,19 All Genders,810,Radiology,15507
2425,First Attendances by Age and Gender,19 All Genders,820,General Pathology,3
2425,First Attendances by Age and Gender,19 All Genders,822,Chemical Pathology,147
2425,First Attendances by Age and Gender,19 All Genders,823,Haematology,200
2425,First Attendances by Age and Gender,19 All Genders,824,Histopathology,10
2425,First Attendances by Age and Gender,19 All Genders,830,Immunopathology,54
2425,First Attendances by Age and Gender,19 All Genders,831,Medical Microbiology and Virology,1
2425,First Attendances by Age and Gender,19 All Genders,833,Medical Microbiology,2
2425,First Attendances by Age and Gender,19 All Genders,834,Medical Virology,28
2425,First Attendances by Age and Gender,19 All Genders,900,Community Medicine,261
2425,First Attendances by Age and Gender,19 All Genders,901,Occupational Medicine,78
2425,First Attendances by Age and Gender,19 All Genders,902,Community Health Services Dental,11
2425,First Attendances by Age and Gender,19 All Genders,950,Nursing,5657
2425,First Attendances by Age and Gender,19 All Genders,960,Allied Health Professional,20278
2425,First Attendances by Age and Gender,19 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),4
2425,First Attendances by Age and Gender,19 Female,100,General Surgery,6778
2425,First Attendances by Age and Gender,19 Female,101,Urology,1213
2425,First Attendances by Age and Gender,19 Female,107,Vascular Surgery,16
2425,First Attendances by Age and Gender,19 Female,110,Trauma and Orthopaedics,7557
2425,First Attendances by Age and Gender,19 Female,120,Ear Nose and Throat,5022
2425,First Attendances by Age and Gender,19 Female,130,Ophthalmology,4454
2425,First Attendances by Age and Gender,19 Female,140,Oral Surgery,1653
2425,First Attendances by Age and Gender,19 Female,141,Restorative Dentistry,249
2425,First Attendances by Age and Gender,19 Female,142,Paediatric Dentistry,2
2425,First Attendances by Age and Gender,19 Female,143,Orthodontics,638
2425,First Attendances by Age and Gender,19 Female,145,Oral and Maxillofacial Surgery,1117
2425,First Attendances by Age and Gender,19 Female,146,Endodontics,13
2425,First Attendances by Age and Gender,19 Female,147,Periodontics,6
2425,First Attendances by Age and Gender,19 Female,148,Prosthodontics,5
2425,First Attendances by Age and Gender,19 Female,149,Surgical Dentistry,1
2425,First Attendances by Age and Gender,19 Female,150,Neurosurgery,332
2425,First Attendances by Age and Gender,19 Female,160,Plastic Surgery,1319
2425,First Attendances by Age and Gender,19 Female,170,Cardiothoracic Surgery,51
2425,First Attendances by Age and Gender,19 Female,171,Paediatric Surgery,19
2425,First Attendances by Age and Gender,19 Female,180,Emergency Medicine,1200
2425,First Attendances by Age and Gender,19 Female,190,Anaesthetics,1499
2425,First Attendances by Age and Gender,19 Female,192,Intensive Care Medicine,23
2425,First Attendances by Age and Gender,19 Female,300,General Internal Medicine,4011
2425,First Attendances by Age and Gender,19 Female,301,Gastroenterology,2718
2425,First Attendances by Age and Gender,19 Female,302,Endocrinology and Diabetes,1305
2425,First Attendances by Age and Gender,19 Female,303,Clinical Haematology,816
2425,First Attendances by Age and Gender,19 Female,304,Clinical Physiology,630
2425,First Attendances by Age and Gender,19 Female,305,Clinical Pharmacology,11
2425,First Attendances by Age and Gender,19 Female,310,Audio Vestibular Medicine,500
2425,First Attendances by Age and Gender,19 Female,311,Clinical Genetics,426
2425,First Attendances by Age and Gender,19 Female,313,Clinical Immunology,515
2425,First Attendances by Age and Gender,19 Female,314,Rehabilitation Medicine,236
2425,First Attendances by Age and Gender,19 Female,315,Palliative Medicine,12
2425,First Attendances by Age and Gender,19 Female,317,Allergy,157
2425,First Attendances by Age and Gender,19 Female,320,Cardiology,4847
2425,First Attendances by Age and Gender,19 Female,321,Paediatric Cardiology,99
2425,First Attendances by Age and Gender,19 Female,325,Sport and Exercise Medicine,33
2425,First Attendances by Age and Gender,19 Female,326,Acute Internal Medicine,454
2425,First Attendances by Age and Gender,19 Female,330,Dermatology,5724
2425,First Attendances by Age and Gender,19 Female,340,Respiratory Medicine,1380
2425,First Attendances by Age and Gender,19 Female,350,Infectious Diseases,163
2425,First Attendances by Age and Gender,19 Female,360,Genitourinary Medicine,185
2425,First Attendances by Age and Gender,19 Female,361,Renal Medicine,231
2425,First Attendances by Age and Gender,19 Female,370,Medical Oncology,106
2425,First Attendances by Age and Gender,19 Female,371,Nuclear Medicine,12
2425,First Attendances by Age and Gender,19 Female,400,Neurology,3680
2425,First Attendances by Age and Gender,19 Female,401,Clinical Neurophysiology,659
2425,First Attendances by Age and Gender,19 Female,410,Rheumatology,1181
2425,First Attendances by Age and Gender,19 Female,420,Paediatrics,440
2425,First Attendances by Age and Gender,19 Female,421,Paediatric Neurology,23
2425,First Attendances by Age and Gender,19 Female,430,Geriatric Medicine,174
2425,First Attendances by Age and Gender,19 Female,450,Dental Medicine,205
2425,First Attendances by Age and Gender,19 Female,451,Special Care Dentistry,34
2425,First Attendances by Age and Gender,19 Female,460,Medical Ophthalmology,24
2425,First Attendances by Age and Gender,19 Female,500,Obstetrics and Gynaecology,1
2425,First Attendances by Age and Gender,19 Female,501,Obstetrics,8955
2425,First Attendances by Age and Gender,19 Female,502,Gynaecology,13964
2425,First Attendances by Age and Gender,19 Female,560,Midwifery,8260
2425,First Attendances by Age and Gender,19 Female,600,General Medical Practice,82
2425,First Attendances by Age and Gender,19 Female,700,Learning Disability,88
2425,First Attendances by Age and Gender,19 Female,710,Adult Mental Illness,2081
2425,First Attendances by Age and Gender,19 Female,711,Child and Adolescent Psychiatry,440
2425,First Attendances by Age and Gender,19 Female,712,Forensic Psychiatry,8
2425,First Attendances by Age and Gender,19 Female,713,Medical Psychotherapy,39
2425,First Attendances by Age and Gender,19 Female,715,Old Age Psychiatry,7
2425,First Attendances by Age and Gender,19 Female,800,Clinical Oncology,283
2425,First Attendances by Age and Gender,19 Female,810,Radiology,10755
2425,First Attendances by Age and Gender,19 Female,820,General Pathology,1
2425,First Attendances by Age and Gender,19 Female,822,Chemical Pathology,93
2425,First Attendances by Age and Gender,19 Female,823,Haematology,103
2425,First Attendances by Age and Gender,19 Female,824,Histopathology,5
2425,First Attendances by Age and Gender,19 Female,830,Immunopathology,30
2425,First Attendances by Age and Gender,19 Female,833,Medical Microbiology,2
2425,First Attendances by Age and Gender,19 Female,834,Medical Virology,21
2425,First Attendances by Age and Gender,19 Female,900,Community Medicine,157
2425,First Attendances by Age and Gender,19 Female,901,Occupational Medicine,20
2425,First Attendances by Age and Gender,19 Female,902,Community Health Services Dental,9
2425,First Attendances by Age and Gender,19 Female,950,Nursing,3621
2425,First Attendances by Age and Gender,19 Female,960,Allied Health Professional,11279
2425,First Attendances by Age and Gender,19 Female,990,Joint Consultant Clinics (Retired 1 April 2004),2
2425,First Attendances by Age and Gender,19 Male,100,General Surgery,2547
